Этаж,Общее количество этаже в доме,Количество комнат,Площадь квартиры,Цена,Район,Улица,Номер дома,Метро,Расстояние до метро
8,11,3,95.1,92000000.0,Дорогомилово,Кутузовский проспект,12,Киевская,786.3856636341476
4,15,3,103.0,94000000.0,Дорогомилово,Студенческая ,20к1,Студенческая,543.3880295418567
5,41,3,95.2,95000000.0,Хорошевский,Ленинградский проспект,37/7,Аэропорт,975.1691054064954
4,6,3,130.0,95000000.0,Очаково-Матвеевское,Староволынская ,15к4,Матвеевская,1116.3924075332943
4,12,3,96.8,97000000.0,Пресненский,Большой Палашевский переулок,3,Пушкинская,437.1300631845887
22,47,3,130.0,99000000.0,Раменки,Мосфильмовская ,8,Ломоносовский проспект,1967.430675524703
26,36,3,120.0,109900000.0,Раменки,Минская ,2,Минская,983.7131317627025
13,13,3,112.0,120000000.0,Филевский парк, Василисы Кожиной,13,Парк Победы,1013.4676306616727
1,5,3,101.3,120000000.0,Пресненский,Большой Палашевский переулок,1С2,Пушкинская,491.23228262270464
3,10,3,135.0,145000000.0,Тверской,Страстной бульвар,10к1,Пушкинская,475.92639476099225
5,5,3,146.0,150000000.0,Мещанский,Трубная площадь,2,Трубная,150.4382988964254
22,53,3,152.7,167970000.0,Раменки,Мосфильмовская ,8,Ломоносовский проспект,1967.430675524703
2,8,3,94.1,167500000.0,Пресненский,Малый Кисловский переулок,3,Арбатская,283.98769269189387
3,17,3,102.0,175000000.0,Арбат,Малый Новопесковский переулок,8,Смоленская,303.7338580258306
6,7,3,150.0,186000000.0,Пресненский,Садовая-Кудринская ,8-10-12,Баррикадная,336.45012174955446
4,12,3,125.0,200000000.0,Раменки, Сергея Бондарчука,6,Мичуринский проспект,486.410573786153
5,6,3,160.0,220000000.0,Замоскворечье,Садовническая набережная,7,Новокузнецкая,470.2154939290438
18,34,3,128.2,230000000.0,Дорогомилово,Поклонная ,9,Поклонная,354.4272556090554
6,11,3,118.0,236000000.0,Хамовники, Усачева,15А,Спортивная,463.2615524008198
11,12,3,230.32,500000000.0,Хамовники, Усачева,11И,Спортивная,612.699303848044
7,12,3,48.7,11000000.0,Бирюлево Западное,Харьковский проезд,11К2,Пражская,3419.5954536229265
1,9,3,60.0,11200000.0,Вешняки, Молдагуловой,28К3,Выхино,616.3584982486367
8,9,3,52.0,11800000.0,Восточное Дегунино,Дубнинская ,20К1,Дегунино,1030.9968497801424
7,8,3,52.8,12390000.0,Южное Медведково, Молодцова,19К1,Медведково,2132.9150927637515
6,9,3,58.5,12900000.0,Чертаново Южное,Дорожная ,7К3,Покровское,475.6717678941753
8,9,3,50.7,12900000.0,Солнцево, 50 лет Октября,23К1,Говорово,593.5250830604353
8,15,3,51.9,13000000.0,Молжаниновский,Ленинградское шоссе,229Ак1,Новоподрезково,548.6089577131866
1,9,3,48.0,13500000.0,Царицыно,Севанская ,8,Царицыно,462.86019124297064
3,9,3,58.5,13600000.0,Чертаново Центральное,Чертановская ,43К2,Пражская,892.1552406828671
12,15,3,54.54,13700000.0,Молжаниновский,Ленинградское шоссе,229Ак1,Новоподрезково,548.6089577131866
6,9,3,59.0,13890000.0,Вешняки,Вешняковская ,15К1,Новогиреево,2075.686735377993
8,15,3,62.8,13800000.0,Молжаниновский,Ленинградское шоссе,228к3,Молжаниново,933.2369166519001
4,9,3,51.4,13800000.0,Солнцево, 50 лет Октября,27К1,Говорово,518.8979315551762
6,9,3,51.0,14200000.0,Чертаново Центральное,Днепропетровская ,27к1,Чертановская,2625.635860822647
1,12,3,63.3,14990000.0,Коньково, Введенского,12К2,Беляево,
5,9,3,63.8,15000000.0,Ивановское,Большой Купавенский проезд,8,Новогиреево,
8,20,3,82.2,15207000.0,Бирюлево Восточное,6-я Радиальная ,7/1к1,Царицыно,
1,9,3,63.1,15200000.0,Коньково, Академика Арцимовича,20,Коньково,
3,9,3,58.8,16399000.0,Выхино-Жулебино,Ферганский проезд,12,Юго-Восточная,
1,5,3,70.0,16500000.0,Бабушкинский, Летчика Бабушкина,4,Свиблово,
12,17,3,74.7,16700000.0,Ново-Переделкино,Лукинская ,11,Новопеределкино,
2,5,3,62.0,16800000.0,Новогиреево,Саперный проезд,12к1,Новогиреево,
9,9,3,66.1,17200000.0,Коптево,Михалковская ,15,Коптево,
2,9,3,58.7,17800000.0,Хорошево-Мневники, Мневники,12,Народное Ополчение,
17,25,3,63.4,18000000.0,Кунцево,№ 100 кв-л,1к1,Павшино,
2,9,3,56.7,18000000.0,Савеловский, Нижняя Масловка,6к1,Савёловская,
6,17,3,85.6,18450000.0,Люблино,Юго-Восточный ао,к8,Перерва,
13,16,3,66.0,18600000.0,Отрадное, Хачатуряна,4,Владыкино,
2,8,3,56.3,18500000.0,Щукино, Гамалеи,2,Щукинская,
8,18,3,76.1,19000000.0,Останкинский,Березовая аллея,19к1,Ботанический сад,
2,24,3,54.5,19100000.0,Солнцево,Боровское шоссе,2к3,Мещерская,
1,12,3,63.0,19990000.0,Обручевский, Архитектора Власова,47,Новые Черёмушки,
12,17,3,76.3,19990000.0,Западное Дегунино,Талдомская ,17К1,Грачёвская,
4,5,3,82.0,20500000.0,Люблино,Люблинская ,107/10,Люблино,
1,22,3,75.7,20500000.0,Люблино,Тихая ,4,Люблино,
18,22,3,81.2,20500000.0,Митино, Барышиха,23,Митино,
3,5,3,78.2,21000000.0,Новогиреево,Перовская ,59,Кусково,
14,14,3,74.6,21000000.0,Можайский, Кутузова,3,Рабочий посёлок,
3,17,3,85.0,21500000.0,Люблино, Верхние Поля,31К3,Люблино,
21,25,3,86.1,21500000.0,Рязанский,Саратовская ,24,Текстильщики,
21,30,3,57.0,22000000.0,Южнопортовый,Новоостаповская ,12,Дубровка,
4,17,3,76.0,21900000.0,Можайский,Витебская ,3К1,Сетунь,
6,9,3,60.0,22000000.0,Южное Медведково, Молодцова,31К1,Медведково,
4,7,3,80.4,22500000.0,Тимирязевский, Костякова,10,Тимирязевская,
12,27,3,61.0,22999999.0,Можайский, Петра Алексеева,14,Давыдково,
8,12,3,66.0,23000000.0,Басманный,Бакунинская ,43/55,Бауманская,
4,17,3,70.4,23000000.0,Зябликово, Мусы Джалиля,28к1,Шипиловская,
2,12,3,64.2,23000000.0,Строгино,Строгинский бульвар,14К3,Строгино,
5,5,3,65.4,23300000.0,Щукино, Маршала Василевского,13К1,Щукинская,
2,7,3,71.7,23500000.0,Даниловский,3-й Павелецкий проезд,7К1,Крестьянская застава,
5,17,3,74.5,24000000.0,Митино,Дубравная ,38,Митино,
5,5,3,93.4,24490000.0,Коптево,Коптевская ,83К2,Коптево,
5,5,3,92.0,24400000.0,Преображенское,Открытое шоссе,2К6,Бульвар Рокоссовского,
3,12,3,68.2,24800000.0,Северное Бутово,Феодосийская ,7к3,Улица Старокачаловская,
22,22,3,72.0,25000000.0,Кунцево,Рублевское шоссе,89,Молодёжная,
6,14,3,71.5,25000000.0,Перово,Мартеновская ,4,Перово,
15,26,3,69.6,25000000.0,Чертаново Южное,Варшавское шоссе,141к12,Улица Академика Янгеля,
15,17,3,67.6,24900000.0,Хорошево-Мневники, Народного Ополчения,3,Народное Ополчение,
21,30,3,69.0,25400000.0,Можайский, Петра Алексеева,14,Рабочий посёлок,
14,22,3,53.0,25899000.0,Хорошевский,1-я Магистральная ,25,Хорошёвская,
2,5,3,59.6,26000000.0,Таганский,Воронцовская ,48,Пролетарская,
1,21,3,72.0,26400000.0,Войковский,Выборгская ,7к1,Водный стадион,
8,10,3,82.0,26500000.0,Южнопортовый,Шарикоподшипниковская ,40,Дубровка,
12,33,3,70.0,26800000.0,Останкинский, Годовикова,11к5,Алексеевская,
3,21,3,99.9,26900000.0,Сокольники, Сокольнический Вал,3,Рижская,
4,17,3,75.1,27500000.0,Раменки,Мичуринский проспект,25К3,Раменки,
2,21,3,78.1,27400000.0,Головинский,Пулковская ,3,Водный стадион,
3,23,3,62.4,27500000.0,Москворечье-Сабурово,переулок 1-й Котляковский,2Ак1,Варшавская,
4,5,3,67.0,27700000.0,Пресненский, Анатолия Живова,3,Улица 1905 года,
5,18,3,80.0,27900000.0,Нижегородский,Нижегородская ,84к1,Нижегородская,
5,31,3,95.5,27900000.0,Южное Бутово, Поляны,5,Улица Скобелевская,
3,37,3,78.0,28500000.0,Раменки,Мосфильмовская ,98к2,Аминьевская,
4,17,3,76.2,28600000.0,Хорошево-Мневники,Карамышевская набережная,20К1,Народное Ополчение,
21,54,3,61.3,28500000.0,Хорошево-Мневники,3-й Силикатный проезд,3,Народное Ополчение,
10,14,3,77.0,28800000.0,Фили-Давыдково,Малая Филевская ,66,Кунцевская,
4,25,3,67.4,29750000.0,Покровское-Стрешнево,Волоколамское шоссе,81/2с1,Трикотажная,
3,11,3,73.0,29900000.0,Даниловский,набережная Марка Шагала,11к1,ЗИЛ,
16,20,3,79.4,29995000.0,Нагатино-Садовники,Варшавское шоссе,37АК1,Нагатинская,
4,41,3,65.0,30500000.0,Хорошево-Мневники,Шелепихинская набережная,34к5,Шелепиха,
17,28,3,82.0,31000000.0,Лефортово,проезд Невельского,1к1,Авиамоторная,
3,19,3,66.1,31950000.0,Пресненский, Пресненский Вал,21,Белорусская,
4,7,3,97.9,31997000.0,Лефортово,Красноказарменная ,10,Лефортово,
3,8,3,69.3,31800000.0,Академический, Вавилова,17,Ленинский проспект,
11,27,3,79.6,32000000.0,Покровское-Стрешнево,Волоколамское шоссе,81/2с1,Трикотажная,
2,16,3,91.2,32000000.0,Тропарево-Никулино, Коштоянца,47к1,Юго-Западная,
14,52,3,80.0,32500000.0,Раменки,проспект Генерала Дорохова,вл1к1,Аминьевская,
3,20,3,76.13,32933838.0,Даниловский,Автозаводская ,26/1,Тульская,
7,45,3,64.0,33000000.0,Даниловский,Дубининская ,59Б,Серпуховская,
7,11,3,91.0,32990000.0,Останкинский, Годовикова,11к2,Алексеевская,
7,10,3,104.0,33000000.0,Куркино,Соколово-Мещерская ,36,Молжаниново,
6,8,3,115.0,33300000.0,Куркино, Соловьиная Роща,2,Химки,
7,8,3,80.0,35000000.0,Лефортово,Энергетическая ,22,Авиамоторная,
5,17,3,98.7,35000000.0,Хорошево-Мневники,проспект Маршала Жукова,68К1,Бульвар Генерала Карбышева,
38,41,3,72.0,35000000.0,Хорошево-Мневники,Шелепихинская набережная,34к5,Шелепиха,
6,9,3,89.0,35500000.0,Рязанский,2-й Грайвороновский проезд,44к2,Стахановская,
2,9,3,63.9,35800000.0,Пресненский,Большая Грузинская ,20,Баррикадная,
10,23,3,92.0,36000000.0,Москворечье-Сабурово,Каширский проезд,25к3,Варшавская,
6,33,3,97.7,36990000.0,Рязанский, Михайлова,30Ак4,Плющево,
36,38,3,104.0,37200000.0,Ростокино,проспект Мира,188Бк4,Ростокино,
4,27,3,75.0,37750000.0,Раменки, Янковского,1к1,Аминьевская,
10,22,3,79.8,38000000.0,Лефортово, Крузенштерна,2,Площадь Ильича,
14,26,3,84.3,37900000.0,Хорошево-Мневники,к5/1,к5/1,Шелепиха,
2,12,3,75.0,38600000.0,Дорогомилово,площадь Победы,1кА,Парк Победы,
5,5,3,72.0,39000000.0,Савеловский,Петровско-Разумовский проезд,22К6,Гражданская,
18,22,3,93.6,39300000.0,Лефортово, Крузенштерна,2,Площадь Ильича,
18,55,3,88.22,40000000.0,Марьина роща, 4-я Марьиной рощи,12К1,Марьина Роща,
22,40,3,117.0,41000000.0,Ховрино, Дыбенко,38к1,Ховрино,
17,19,3,81.8,41000000.0,Хорошево-Мневники,Шелепихинская набережная,34к2зд2,Шелепиха,
11,19,3,74.0,41350000.0,Щукино, Маршала Рыбалко,2к4,Панфиловская,
23,28,3,60.0,41500000.0,Даниловский,Дубининская ,59А,Павелецкая,
11,14,3,68.7,41500000.0,Раменки,проспект Генерала Дорохова,39к1В,Поклонная,
24,39,3,98.38,42000000.0,Раменки, Лобачевского,120к1,Аминьевская,
6,18,3,81.25,42000000.0,Даниловский,Дубининская ,59к4,Серпуховская,
8,12,3,73.8,42000000.0,Таганский,Таганская ,44,Марксистская,
11,38,3,109.0,42000000.0,Ростокино,проспект Мира,188Бк4,Ростокино,
13,20,3,92.5,42000000.0,Марьина роща,Полковая ,1С11,Савёловская,
5,17,3,117.0,42000000.0,Ломоносовский, Вавилова,97,Новые Черёмушки,
17,33,3,82.6,42990000.0,Хорошево-Мневники,Причальный проезд,10к1,Шелепиха,
6,8,3,80.0,43000000.0,Гагаринский, Строителей,6К6,Университет,
3,14,3,67.8,43000000.0,Даниловский, Архитектора Щусева,1,ЗИЛ,
14,26,3,80.03,43250000.0,Пресненский, Пресненский Вал,27С6,Белорусская,
2,5,3,75.0,44000000.0,Басманный,Яковоапостольский переулок,17,Курская,
12,18,3,105.0,44500000.0,Кунцево,Ельнинская ,11К3,Молодёжная,
18,22,3,86.0,45000000.0,Коптево,Старокоптевский переулок,4,Коптево,
13,22,3,73.2,45000000.0,Хорошево-Мневники, Нижние Мневники,16к4,Мнёвники,
28,29,3,85.8,45000000.0,Хорошево-Мневники,Шелепихинская набережная,34к1зд5,Шелепиха,
14,22,3,84.0,45000000.0,Свиблово,Сельскохозяйственная ,38к2,Ботанический сад,
13,23,3,73.2,45000000.0,Хорошево-Мневники, Нижние Мневники,16к4,Мнёвники,
4,8,3,50.0,45000000.0,Мещанский,Садовая-Сухаревская ,13/15,Сухаревская,
11,20,3,117.1,45490000.0,Свиблово,проезд Серебрякова,11к1,Ботанический сад,
12,38,3,100.0,45500000.0,Ростокино,проспект Мира,188Бк4,Ростокино,
5,13,3,72.9,45970000.0,Даниловский, Даниловский Вал,1А,Тульская,
14,16,3,99.0,46000000.0,Даниловский,Павелецкая набережная,8,Пролетарская,
2,8,3,84.0,46000000.0,Даниловский,проспект Лихачева,20,Технопарк,
6,8,3,97.4,46000000.0,Раменки, Янковского,1к2,Аминьевская,
24,38,3,109.0,46500000.0,Ростокино,проспект Мира,188Бк4,Ростокино,
5,8,3,98.5,47000000.0,Раменки, Янковского,1к2,Аминьевская,
9,36,3,103.0,47000000.0,Хорошево-Мневники,Шелепихинская набережная,34к3зд6,Шелепиха,
2,28,3,97.5,47000000.0,Раменки,Винницкая ,8к2,Раменки,
10,17,3,100.7,47000000.0,Раменки,Мичуринский проспект,34,Раменки,
4,6,3,86.0,47000000.0,Марьина роща,1-я Ямская ,6,Марьина Роща,
10,22,3,100.7,47000000.0,Раменки,Мичуринский проспект,34,Раменки,
35,53,3,78.1,47500000.0,Пресненский,Шмитовский проезд,39к8,Москва-Сити,
11,22,3,125.0,48000000.0,Академический,Новочеремушкинская ,18,Академическая,
27,28,3,93.0,48500000.0,Раменки,Винницкая ,8к1,Раменки,
30,44,3,68.0,49000000.0,Пресненский,Ходынская ,2,Улица 1905 года,
12,16,3,111.9,49000000.0,Даниловский,Г мкр,2,Крестьянская застава,
23,43,3,83.0,49500000.0,Хорошево-Мневники,Шелепихинская набережная,40к3,Шелепиха,
3,11,3,88.0,49900000.0,Хамовники, Хамовнический Вал,2,Лужники,
11,15,3,102.4,50000000.0,Раменки,Винницкая ,8к4,Раменки,
9,9,3,86.0,49900000.0,Даниловский,проспект Лихачева,20,Технопарк,
4,5,3,147.0,49990000.0,Головинский,Михалковская ,46к3,Коптево,
25,25,3,100.4,50000000.0,Раменки, Янковского,1к2,Аминьевская,
14,58,3,128.0,50000000.0,Ростокино,проспект Мира,188Бк1,Ростокино,
9,12,3,86.0,50000000.0,Тверской,2-я Брестская ,6,Маяковская,
7,18,3,146.0,50000000.0,Кунцево,Кунцевская ,6,Рабочий посёлок,
29,29,3,85.0,50000000.0,Фили-Давыдково, Ивана Франко,6,Кунцевская,
10,19,3,85.9,51000000.0,Даниловский,3-я оч.,к7,ЗИЛ,
1,13,3,81.0,51000000.0,Раменки,проспект Генерала Дорохова,39к2В,Минская,
8,14,3,83.1,51000000.0,Даниловский, Архитектора Щусева,1,ЗИЛ,
5,33,3,78.3,51500000.0,Хорошево-Мневники,Причальный проезд,10к1,Шелепиха,
8,13,3,68.6,52500000.0,Раменки,проспект Генерала Дорохова,39к2Б,Минская,
17,22,3,112.0,53257000.0,Якиманка,Мытная ,40к2,Серпуховская,
22,29,3,110.0,54105000.0,Якиманка,Мытная ,40к4,Серпуховская,
10,19,3,98.0,54500000.0,Алексеевский,Новоалексеевская ,16К5,Алексеевская,
39,41,3,80.0,55000000.0,Раменки,1-й Сетуньский проезд,8,Кутузовская,
8,11,3,100.4,55000000.0,Раменки,Винницкая ,8к4,Раменки,
14,18,3,86.3,55000000.0,Аэропорт,Ленинградский проспект,76К1,Сокол,
15,52,3,76.0,55000000.0,Раменки,Мичуринский проспект,56,Раменки,
20,24,3,119.4,55000000.0,Щукино, Маршала Бирюзова,32К1,Октябрьское поле,
7,7,3,71.0,55000000.0,Пресненский,Большая Никитская ,31,Арбатская,
5,19,3,97.0,55500000.0,Хорошево-Мневники,Шелепихинская набережная,34к2зд2,Шелепиха,
6,20,3,123.0,57500000.0,Филевский парк,Большая Филевская ,3к3,Фили,
2,22,3,86.0,59000000.0,Красносельский,Большая Спасская ,35,Площадь трёх вокзалов,
14,17,3,137.2,59000000.0,Тропарево-Никулино,Никулинская ,27,Озёрная,
5,6,3,85.0,59000000.0,Хамовники,Большой Афанасьевский переулок,17,Кропоткинская,
15,21,3,86.5,60000000.0,Раменки,Мосфильмовская ,88к2с7,Раменки,
16,17,3,173.8,60000000.0,Хорошево-Мневники,проспект Маршала Жукова,76к2,Бульвар Генерала Карбышева,
9,32,3,68.2,60000000.0,Дорогомилово,Поклонная ,9,Поклонная,
5,18,3,98.2,59900000.0,Раменки, Янковского,1к2,Аминьевская,
35,41,3,102.3,60000000.0,Раменки,1-й Сетуньский проезд,8,Кутузовская,
21,27,3,121.0,61000000.0,Даниловский, Виктора Маслова,2,Автозаводская,
15,15,3,97.0,61000000.0,Беговой,Ленинградский проспект,29к3,Динамо,
12,14,3,121.4,61700000.0,Таганский,Сосинская ,6,Пролетарская,
2,14,3,66.4,62000000.0,Раменки,проспект Генерала Дорохова,39к1В,Поклонная,
2,14,3,66.4,62000000.0,Раменки,проспект Генерала Дорохова,39к1В,Поклонная,
2,14,3,66.4,62000000.0,Раменки,проспект Генерала Дорохова,39к1В,Поклонная,
8,10,3,88.0,62000000.0,Беговой,Ленинградский проспект,29к3,Динамо,
5,58,3,167.0,63000000.0,Ростокино,проспект Мира,188Бк1,Ростокино,
5,23,3,103.5,63000000.0,Щукино, Расплетина,22к2,Октябрьское поле,
11,16,3,90.0,64000000.0,Хамовники,Малый Власьевский переулок,7,Смоленская,
41,78,3,92.0,64000000.0,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,
10,34,3,85.0,65000000.0,Дорогомилово,Поклонная ,9,Поклонная,
8,14,3,88.8,64700000.0,Раменки,проспект Генерала Дорохова,39к2М,Минская,
8,14,3,120.0,65000000.0,Мещанский,Протопоповский переулок,16,Проспект Мира,
10,41,3,95.0,65000000.0,Хорошевский,Ленинградский проспект,37/7,Аэропорт,
10,25,3,97.0,65000000.0,Филевский парк,Береговой проезд,5Ак4,Фили,
5,6,3,130.0,66000000.0,Крылатское,Крылатская ,45К2,Крылатское,
17,22,3,138.8,66624000.0,Якиманка,Мытная ,40к1,Серпуховская,
26,43,3,121.1,68700000.0,Фили-Давыдково,Давыдковская ,3,Славянский бульвар,
8,15,3,101.0,69500000.0,Алексеевский,Маломосковская ,14,ВДНХ,
2,8,3,114.0,72800000.0,Арбат,Новинский бульвар,18С1,Смоленская,
44,65,3,96.0,74000000.0,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,
5,15,3,106.0,76000000.0,Свиблово,Лазоревый проезд,3,Ботанический сад,
8,37,3,81.0,77000000.0,Хорошевский,Ленинградский проспект,37/7,Аэропорт,
7,13,3,114.0,77500000.0,Замоскворечье,Мытная ,7с1,Серпуховская,
8,32,3,84.4,78000000.0,Дорогомилово,Поклонная ,9,Поклонная,
2,13,3,150.0,79000000.0,Можайский, Кутузова,11К4,Рабочий посёлок,
5,5,3,106.0,79200000.0,Тверской,Малый Гнездниковский переулок,9С7,Тверская,
7,41,3,91.2,79700000.0,Хорошевский,Ленинградский проспект,37/3,ЦСКА,
3,5,3,96.0,79990000.0,Хамовники,Оболенский переулок,2,Парк Культуры,
6,6,3,152.0,79900000.0,Беговой, 3-я Ямского Поля,9,Белорусская,
7,36,3,135.0,79900000.0,Тропарево-Никулино,проспект Вернадского,94к4,Тропарёво,
7,10,3,115.8,80000000.0,Войковский,Ленинградское шоссе,37к1,Водный стадион,
6,7,3,99.0,82000000.0,Пресненский,Ермолаевский переулок,8,Маяковская,
4,11,3,115.0,85000000.0,Арбат,Смоленская набережная,2,Смоленская,
5,20,3,122.0,84990000.0,Ломоносовский, Вавилова,69А,Вавиловская,
31,41,3,108.7,86100000.0,Хорошевский,Ленинградский проспект,37/2,ЦСКА,
2,19,3,120.0,87000000.0,Раменки,Ломоносовский проспект,25к1,Университет,
26,48,3,106.7,87500000.0,Хорошево-Мневники, Народного Ополчения,15К3,Народное Ополчение,
2,19,3,90.0,87000000.0,Раменки,Ломоносовский проспект,25к5,Университет,
8,16,3,81.4,87000000.0,Пресненский,Мантулинская ,9к3,Москва-Сити,
8,16,3,83.1,87000000.0,Пресненский,Мантулинская ,9к3,Москва-Сити,
4,5,3,157.0,89000000.0,Пресненский,Столярный переулок,3к34,Улица 1905 года,
2,6,3,139.8,90000000.0,Тверской,Тверская ,14,Пушкинская,
8,11,3,95.1,92000000.0,Дорогомилово,Кутузовский проспект,12,Киевская,
23,31,3,100.0,93000000.0,Филевский парк,Береговой проезд,5Ак1,Фили,
11,53,3,115.0,95000000.0,Раменки,Мосфильмовская ,8,Ломоносовский проспект,
11,17,3,150.0,95000000.0,Тверской,Тихвинская ,39,Савёловская,
24,30,3,177.0,96000000.0,Очаково-Матвеевское,Нежинская ,1к4,Славянский бульвар,
6,9,3,98.0,97082479.0,Якиманка,Погорельский переулок,6,Полянка,
15,21,3,115.0,97082479.0,Раменки,Ломоносовский проспект,25к5,Университет,
4,4,3,178.3,99000000.0,Пресненский,Большой Козихинский переулок,10,Пушкинская,
50,75,3,212.0,103000000.0,Пресненский,набережная Пресненская,8с1,Деловой центр,
9,20,3,94.0,103458033.0,Пресненский,Дружинниковская ,15,Краснопресненская,
18,21,3,80.0,105000000.0,Пресненский, Сергея Макеева,9к4,Улица 1905 года,
37,75,3,202.0,105000000.0,Пресненский,набережная Пресненская,8с1,Деловой центр,
15,18,3,110.0,107000000.0,Донской, Орджоникидзе,1,Шаболовская,
26,36,3,92.0,110040000.0,Беговой,Ленинградский проспект,34А,Динамо,
5,19,3,154.0,109990000.0,Раменки,Ломоносовский проспект,25к5,Университет,
26,36,3,119.5,109900000.0,Раменки,Минская ,2,Минская,
5,13,3,113.7,110000000.0,Тверской,4-я Тверская-Ямская ,22,Маяковская,
3,9,3,102.6,123120000.0,Тверской,Большой Каретный переулок,24с2,Цветной бульвар,
8,15,3,123.3,127000000.0,Раменки,Мичуринский проспект,6к3,Ломоносовский проспект,
3,6,3,126.0,126000000.0,Замоскворечье,Садовническая набережная,7,Новокузнецкая,
2,6,3,121.9,130000000.0,Замоскворечье,Большой Ордынский переулок,4С4,Третьяковская,
2,15,3,126.0,132385199.0,Дорогомилово,Студенческая ,20,Студенческая,
4,6,3,111.3,133560000.0,Хамовники,Зубовская ,7,Парк Культуры,
11,20,3,142.0,140000000.0,Пресненский,Дружинниковская ,15,Краснопресненская,
2,9,3,140.0,145600000.0,Тверской,Большой Каретный переулок,24с2,Цветной бульвар,
3,7,3,125.0,145000000.0,Якиманка, Большая Полянка,44,Полянка,
5,6,3,122.6,147120000.0,Хамовники,Зубовская ,7,Парк Культуры,
34,57,3,177.0,150000000.0,Хорошевский,Чапаевский переулок,3,Аэропорт,
6,15,3,127.0,152500000.0,Пресненский, Костикова,4к4,Улица 1905 года,
14,17,3,100.0,159000000.0,Пресненский, Сергея Макеева,9к3,Улица 1905 года,
4,8,3,134.0,170000000.0,Красносельский,Милютинский переулок,3,Лубянка,
6,57,3,160.0,176513599.0,Хорошевский,Чапаевский переулок,3,Аэропорт,
2,8,3,184.6,185000000.0,Хамовники,1-й Зачатьевский переулок,5,Парк Культуры,
4,7,3,116.5,185000000.0,Арбат,Филипповский переулок,13С2,Арбатская,
3,14,3,105.2,192900000.0,Хамовники, Усачева,15А,Спортивная,
3,13,3,103.0,200000000.0,Хамовники,Погодинская ,2,Фрунзенская,
8,8,3,101.61,204000000.0,Хамовники, Усачева,15А,Спортивная,
8,8,3,101.61,203990000.0,Хамовники, Усачева,15А,Спортивная,
8,8,3,101.61,204000000.0,Хамовники, Усачева,15А,Спортивная,
3,9,3,130.0,205000000.0,Хамовники,Саввинская набережная,13,Киевская,
6,16,3,158.0,205000000.0,Якиманка, Большая Якиманка,22К3,Полянка,
3,9,3,130.0,205000000.0,Хамовники,Саввинская набережная,13,Киевская,
3,14,3,105.2,210000000.0,Хамовники, Усачева,15А,Спортивная,
3,14,3,105.2,210000000.0,Хамовники, Усачева,15А,Спортивная,
4,7,3,140.0,210000000.0,Арбат,1-й Смоленский переулок,21,Смоленская,
13,14,3,120.0,215000000.0,Хамовники, Усачева,15,Спортивная,
5,6,3,160.0,220000000.0,Замоскворечье,Садовническая набережная,7,Новокузнецкая,
6,8,3,98.0,220000000.0,Якиманка,Софийская набережная,34С5,Новокузнецкая,
13,15,3,125.0,220000000.0,Хамовники, Усачева,15,Спортивная,
6,7,3,170.0,225800000.0,Якиманка, Большая Полянка,44/2,Полянка,
14,18,3,158.1,229000000.0,Пресненский,2-я Звенигородская ,11,Улица 1905 года,
8,10,3,141.0,231000000.0,Замоскворечье,Большая Татарская ,7к3,Новокузнецкая,
5,13,3,107.0,250000000.0,Хамовники,Погодинская ,2,Фрунзенская,
8,14,3,135.0,260000000.0,Хамовники, Усачева,15А,Спортивная,
5,9,3,137.0,290000000.0,Таганский,Большой Николоворобинский переулок,9к1,Китай-город,
7,10,3,125.0,310000000.0,Мещанский,Звонарский переулок,3,Трубная,
2,5,3,130.0,350000000.0,Хамовники,Пречистенская набережная,7,Парк Культуры,
7,15,3,120.0,370000000.0,Хамовники, Усачева,15,Спортивная,
5,5,3,231.3,457827500.0,Красносельский,Сретенский бульвар,6/1С1,Тургеневская,
2,8,3,202.4,467761039.0,Хамовники,переулок Хилков,1,Парк Культуры,
11,12,3,242.97,490000000.0,Хамовники, Усачева,11И,Спортивная,
11,12,3,230.32,489900000.0,Хамовники, Усачева,11И,Спортивная,
2,4,3,219.2,541190697.0,Хамовники,Пречистенская набережная,5,Парк Культуры,
9,9,3,171.0,620000000.0,Хамовники,Малая Пироговская ,12,Спортивная,
6,7,3,203.1,661925999.0,Хамовники, Ефремова,19к2,Спортивная,
8,9,3,49.5,10950000.0,Вешняки, Старый Гай,12,Новогиреево,
8,9,3,49.5,10950000.0,Вешняки, Старый Гай,12,Новогиреево,
3,9,3,53.2,12500000.0,Выхино-Жулебино,Волгоградский проспект,164К3,Юго-Восточная,
5,9,3,51.7,12500000.0,Ховрино,Клинская ,11,Грачёвская,
1,9,3,57.2,13300000.0,Очаково-Матвеевское,Очаковское шоссе,13К2,Аминьевская,
2,9,3,49.4,13500000.0,Ясенево, Рокотова,8К5,Ясенево,
4,9,3,59.8,13500000.0,Матушкино,Зеленоград,к424Б,Зеленоград — Крюково,
2,17,3,77.4,13500000.0,Крюково,Зеленоград,к1818,Зеленоград — Крюково,
6,9,3,59.6,13450000.0,Вешняки,Вешняковская ,6К4,Новогиреево,
2,25,3,53.47,13624156.0,Люблино,Юго-Восточный ао,к27,Перерва,
2,25,3,53.49,13629252.0,Люблино,Юго-Восточный ао,к8,Братиславская,
