Этаж,Общее количество этаже в доме,Количество комнат,Площадь квартиры,Цена,Район,Улица,Номер дома,Метро,Расстояние до метро
22,22,2,34.7,14990000.0,Текстильщики,1-й Грайвороновский проезд,1,Текстильщики,1257.5573430749896
17,17,2,54.6,15200000.0,Митино,Волоцкой переулок,13К2,Пенягино,1419.723970070633
6,25,2,45.7,15260000.0,Покровское-Стрешнево,Волоколамское шоссе,81/2с3,Трикотажная,1215.1934164629326
12,12,2,48.3,15400000.0,Нижегородский,Нижегородская ,80К3,Нижегородская,866.3926264981978
1,12,2,47.0,15500000.0,Таганский,Рабочая ,14,Римская,311.4186194887744
3,5,2,42.8,15500000.0,Перово,3-я Владимирская ,26К2,Перово,404.15079400193304
2,13,2,58.0,15800000.0,Молжаниновский,Ленинградское шоссе,229Ак2,Новоподрезково,433.7662874996675
1,17,2,64.8,15750000.0,Чертаново Северное,Чертановская ,8К1,Чертановская,1218.6868972708448
4,17,2,54.0,16000000.0,Можайский,Витебская ,3К1,Сетунь,1220.068151019183
14,14,2,58.7,16000000.0,Кузьминки, Академика Скрябина,36К4,Кузьминки,1614.8688052201287
7,24,2,52.9,16000000.0,Солнцево,Производственная ,17,Солнцево,721.3296605416834
10,25,2,54.2,16249000.0,Метрогородок,Открытое шоссе,30,Бульвар Рокоссовского,2729.668090440194
4,30,2,40.2,16200000.0,Очаково-Матвеевское,Озерная ,вл42,Озёрная,318.6483442456942
5,17,2,55.0,16200000.0,Ново-Переделкино,Лукинская ,9,Новопеределкино,1153.4253774463823
2,23,2,58.0,16500000.0,Южное Медведково,Полярная ,4к2,Бабушкинская,1579.5699252064421
5,5,2,54.8,16500000.0,Нагатинский затон,Судостроительная ,36,Кленовый бульвар,1119.1277406110567
5,5,2,45.6,16499000.0,Преображенское,Большая Черкизовская ,3К7,Преображенская площадь,336.39639736094495
3,5,2,41.3,16500000.0,Фили-Давыдково,Кутузовский проспект,76,Кунцевская,931.4661679157371
1,5,2,68.9,16400000.0,Лефортово,2-я Кабельная ,10,Авиамоторная,381.3598675732149
17,24,2,45.8,16499999.0,Текстильщики,1-й Грайвороновский проезд,3Ак2,Текстильщики,1291.0534930931683
14,15,2,55.0,16500000.0,Ясенево,Голубинская ,24К1,Новоясеневская,1212.3296196186943
1,9,2,49.4,16500000.0,Коптево,Большая Академическая ,24А,Красный Балтиец,971.9907625893198
13,14,2,53.4,16600000.0,Ховрино, Дыбенко,10К1,Ховрино,1036.2309157244017
8,16,2,53.5,17000000.0,Хорошево-Мневники, Народного Ополчения,28К1,Народное Ополчение,675.4565434392609
1,4,2,51.1,17000000.0,Хорошево-Мневники,Живописная ,5К6,Серебряный Бор,10717.396647531534
10,12,2,45.5,16950000.0,Головинский,Авангардная ,8К2,Водный стадион,767.495874795697
6,12,2,43.0,17300000.0,Котловка, Ремизова,14К1,Нагорная,492.45357763762576
2,8,2,46.4,18000000.0,Ломоносовский,Ленинский проспект,95,Новаторская,516.5752199243103
7,30,2,55.9,18300000.0,Покровское-Стрешнево,Строительный проезд,9С9,Трикотажная,1481.2843736687557
2,5,2,68.1,18300000.0,Рязанский,1-я Новокузьминская ,17,Рязанский проспект,293.2671276122295
6,9,2,43.0,18500000.0,Даниловский,Дербеневская набережная,13/17К1,Пролетарская,1852.5774583811387
11,18,2,47.0,18500000.0,Раменки, Столетова,8,Ломоносовский проспект,734.199199040862
11,12,2,45.1,18500000.0,Проспект Вернадского, Коштоянца,1А,Проспект Вернадского,698.9600473580005
3,12,2,61.1,18500000.0,Кунцево, Боженко,8К4,Рабочий посёлок,702.141612044855
2,26,2,42.7,18950000.0,Головинский,Кронштадтский бульвар,6к1,Водный стадион,451.7830600242034
15,31,2,64.0,18900000.0,Южное Бутово, Поляны,5,Улица Скобелевская,1080.63147635118
3,5,2,53.4,19000000.0,Академический, Кржижановского,5К2,Профсоюзная,610.3698195978318
10,26,2,43.0,19300000.0,Останкинский, Бочкова,11АС1,Алексеевская,683.8091128576939
7,9,2,47.0,19300000.0,Обручевский, Гарибальди,20/29К2,Новые Черёмушки,610.712034574029
16,20,2,48.0,19500000.0,Покровское-Стрешнево,Волоколамское шоссе,95/2к4,Трикотажная,354.28131379255643
5,5,2,53.5,19540000.0,Беговой,Ленинградский проспект,33К9,Динамо,364.9997699884332
11,25,2,64.3,19500000.0,Лианозово,Илимская ,1Вк3,Алтуфьево,1260.7862615036374
21,23,2,47.0,19500000.0,Москворечье-Сабурово,переулок 1-й Котляковский,2Ак2,Варшавская,571.8498527198617
2,9,2,54.6,19600000.0,Нагатино-Садовники,Каширское шоссе,7К1,Нагорная,1199.963009765612
4,25,2,58.8,19900000.0,Очаково-Матвеевское,Аминьевское шоссе,4Дк1,Аминьевская,326.91826729722095
9,14,2,51.8,19999999.0,Головинский,Флотская ,28К1,Речной вокзал,880.3644715358816
8,27,2,56.1,19900000.0,Покровское-Стрешнево,Строительный проезд,9С6,Трикотажная,1518.1165967337445
4,31,2,55.0,19800000.0,Очаково-Матвеевское,Озерная ,42,Озёрная,217.23164111574323
3,14,2,53.0,20000000.0,Обручевский, Саморы Машела,4К6,Университет Дружбы Народов,791.703937609367
18,19,2,59.2,20000000.0,Чертаново Южное,Варшавское шоссе,170Ек7,Лесопарковая,212.17913963401384
4,30,2,56.3,20200000.0,Южнопортовый,Волгоградский проспект,32/5к2,Угрешская,340.3021542890895
9,16,2,50.0,20200000.0,Савеловский,Башиловская ,23К2,Дмитровская,845.5974935719421
6,9,2,45.0,20500000.0,Свиблово,Лазоревый проезд,4,Ботанический сад,528.6276096706816
8,9,2,42.3,20740000.0,Мещанский,проспект Мира,58,Проспект Мира,444.22627845548755
3,22,2,55.0,20800000.0,Раменки,Мичуринский проспект,58,Мичуринский проспект,537.0970959126238
2,6,2,44.3,20821000.0,Таганский,2-й Гончарный переулок,3,Таганская,286.10101988561667
17,25,2,63.0,21000000.0,Лефортово,проезд Шелихова,9к1,Площадь Ильича,960.115937387449
3,16,2,50.7,21000000.0,Орехово-Борисово Северное,Шипиловский проезд,43К1,Орехово,300.00454950640017
2,8,2,57.2,21500000.0,Ломоносовский,Ленинский проспект,90,Новаторская,591.5270668346926
10,12,2,47.0,21500000.0,Проспект Вернадского, Коштоянца,15,Проспект Вернадского,775.082370456922
7,14,2,56.7,21500000.0,Северное Измайлово,9-я Парковая ,68,Щёлковская,253.21173177738302
5,22,2,59.4,21500000.0,Тропарево-Никулино,Никулинская ,19,Озёрная,479.04373975256544
11,24,2,60.6,21700000.0,Москворечье-Сабурово, Москворечье,4к6,Кантемировская,817.0008651441491
3,5,2,48.9,21990000.0,Академический, Вавилова,17А,Ленинский проспект,811.3907241324131
5,19,2,52.5,22500000.0,Таганский,Международная ,15А,Москва-Товарная,171.51993351718127
36,52,2,39.4,22400000.0,Покровское-Стрешнево,Волоколамское шоссе,95/2к7,Трикотажная,306.6252676101135
4,12,2,39.1,22500000.0,Пресненский,Большой Тишинский переулок,37,Улица 1905 года,727.7717773147126
3,14,2,69.5,22700000.0,Коптево,Большая Академическая ,15К1,Красный Балтиец,853.3228203329917
22,37,2,46.4,22990000.0,Войковский,Головинское шоссе,10Б,Водный стадион,723.1343737569222
18,20,2,45.4,22900000.0,Даниловский,бульвар Братьев Весниных,2,ЗИЛ,659.4692359324993
14,42,2,42.0,22990000.0,Котловка,Севастопольский проспект,22А,Нагорная,1247.7807687323595
26,30,2,75.7,23000000.0,Покровское-Стрешнево,Строительный проезд,9С9,Трикотажная,1481.2843736687557
28,32,2,60.0,23000000.0,Марьино,Донецкая ,30к2,Курьяново,493.7830365974925
3,11,2,43.0,23490000.0,Беговой,Ленинградский проспект,4/2,Белорусская,149.88527464527587
4,23,2,65.2,23500000.0,Чертаново Южное, Академика Янгеля,2,Улица Академика Янгеля,155.4373412569072
19,20,2,61.0,23800000.0,Даниловский,Автозаводская ,26,Тульская,668.1595277538804
3,7,2,70.0,23900000.0,Сокольники,Русаковская ,18/20,Сокольники,575.9272739660074
3,22,2,55.8,23900000.0,Бескудниковский,Дубнинская ,37К2,Дегунино,765.8259958976558
3,41,2,43.0,24000000.0,Западное Дегунино,Ильменский проезд,14к6,Селигерская,630.0953203056089
15,33,2,63.0,24000000.0,Соколиная гора,проспект Буденного,51к1,Шоссе Энтузиастов,879.4578515113448
2,23,2,66.3,24900000.0,Хорошево-Мневники,Шелепихинская набережная,40к2,Полежаевская,1529.2299852135845
33,43,2,55.5,24990000.0,Хорошевский,Хорошевское шоссе,16к2,Беговая,69.05493629529711
